Komoditas;Tanggal;Harga
Cabai Merah;14/04/2025;61,35
Cabai Merah;15/04/2025;61,6
Cabai Merah;16/04/2025;61,45
Cabai Merah;17/04/2025;61,45
Cabai Merah;18/04/2025;61,45
Cabai Merah;21/04/2025;62,4
Cabai Merah;22/04/2025;62,65
Cabai Merah;23/04/2025;62
Cabai Merah;24/04/2025;61,6
Cabai Merah;25/04/2025;60,5
Cabai Merah;28/04/2025;59,45
Cabai Merah;29/04/2025;59,1
Cabai Merah;30/04/2025;58,5
Cabai Merah;01/05/2025;58,5
Cabai Merah;02/05/2025;57,9
Cabai Merah;05/05/2025;57,5
Cabai Merah;06/05/2025;56,8
Cabai Merah;07/05/2025;56,65
Cabai Merah;08/05/2025;56,6
Cabai Merah;09/05/2025;56,2
Cabai Merah;12/05/2025;56,1
Cabai Merah;13/05/2025;55,95
Cabai Merah;14/05/2025;55
Cabai Merah;15/05/2025;54,7
Cabai Merah;16/05/2025;54,05
Cabai Merah;19/05/2025;52,65
Cabai Merah;20/05/2025;52,4
Cabai Merah;21/05/2025;51,7
Cabai Merah;22/05/2025;51,05
Cabai Merah;23/05/2025;50,4
Cabai Merah;26/05/2025;48,7
Cabai Merah;27/05/2025;48,6
Cabai Merah;28/05/2025;48,05
Cabai Merah;29/05/2025;48,05
Cabai Merah;30/05/2025;47,75
Cabai Merah;02/06/2025;49,45
Cabai Merah;03/06/2025;50,95
Cabai Merah;04/06/2025;52,1
Cabai Merah;05/06/2025;53,6
Cabai Merah;06/06/2025;53,5
Cabai Merah;09/06/2025;53,55
Cabai Merah;10/06/2025;53,2
Cabai Merah;11/06/2025;51,9
Cabai Merah;12/06/2025;51,25
Cabai Merah;13/06/2025;50,8
Cabai Merah;16/06/2025;48,5
Cabai Merah;17/06/2025;47,75
Cabai Merah;18/06/2025;47,35
Cabai Merah;19/06/2025;47,15
Cabai Merah;20/06/2025;48,45
Cabai Merah;23/06/2025;47,25
Cabai Merah;24/06/2025;46,55
Cabai Merah;25/06/2025;46,05
Cabai Merah;26/06/2025;45,45
Cabai Merah;27/06/2025;45,5
Cabai Merah;30/06/2025;46
Cabai Merah;01/07/2025;45,8
Cabai Merah;02/07/2025;46,2
Cabai Merah;03/07/2025;46
Cabai Merah;04/07/2025;46,15
Cabai Merah;07/07/2025;47,45
Cabai Merah;08/07/2025;48,15
Cabai Merah;09/07/2025;48,75
Cabai Merah;10/07/2025;48,85
Cabai Merah;11/07/2025;48,75
Cabai Merah;14/07/2025;50,25
Cabai Merah;15/07/2025;51
Cabai Merah;16/07/2025;50,7
Cabai Merah;17/07/2025;50,2
Cabai Merah;18/07/2025;49,95
Cabai Merah;21/07/2025;49,8
Cabai Merah;22/07/2025;49,55
Cabai Merah;23/07/2025;49,6
Cabai Merah;24/07/2025;49,35
Cabai Merah;25/07/2025;49,2
Cabai Merah;28/07/2025;47,3
Cabai Merah;29/07/2025;47,15
Cabai Merah;30/07/2025;46,9
Cabai Merah;31/07/2025;46,9
Cabai Merah;01/08/2025;47,1
Cabai Merah;04/08/2025;47,85
Cabai Merah;05/08/2025;48,2
Cabai Merah;06/08/2025;48,2
Cabai Merah;07/08/2025;47,9
Cabai Merah;08/08/2025;47,65
Cabai Merah;11/08/2025;47,55
Cabai Merah;12/08/2025;47,25
Cabai Merah;13/08/2025;47
Cabai Merah;14/08/2025;46,75
Cabai Merah;15/08/2025;46,4
Cabai Merah;18/08/2025;46,55
Cabai Merah;19/08/2025;46,5
Cabai Merah;20/08/2025;46,15
Cabai Merah;21/08/2025;45,75
Cabai Merah;22/08/2025;45,4
Cabai Merah;25/08/2025;44,55
Cabai Merah;26/08/2025;44,15
Cabai Merah;27/08/2025;44,3
Cabai Merah;28/08/2025;44,05
Cabai Merah;29/08/2025;44,5
Cabai Merah;01/09/2025;46,9
Cabai Merah;02/09/2025;47,75
Cabai Merah;03/09/2025;48,8
Cabai Merah;04/09/2025;49,25
Cabai Merah;05/09/2025;49,15
Cabai Merah;08/09/2025;53,95
Cabai Merah;09/09/2025;54,25
Cabai Merah;10/09/2025;53,15
Cabai Merah;11/09/2025;53,05
Cabai Merah;12/09/2025;53,05
Cabai Merah;15/09/2025;55,95
Cabai Merah;16/09/2025;56,45
Cabai Merah;17/09/2025;57,1
Cabai Merah;18/09/2025;57,2
Cabai Merah;19/09/2025;57,65
Cabai Merah;22/09/2025;58,8
Cabai Merah;23/09/2025;59,3
Cabai Merah;24/09/2025;58,95
Cabai Merah;25/09/2025;58,75
Cabai Merah;26/09/2025;58,5
Cabai Merah;29/09/2025;58,2
Cabai Merah;30/09/2025;57,4
Cabai Merah;01/10/2025;57,35
Cabai Merah;02/10/2025;56,65
Cabai Merah;03/10/2025;56,45
Cabai Merah;06/10/2025;58,5
Cabai Merah;07/10/2025;58,9
Cabai Merah;08/10/2025;58,25
Cabai Merah;09/10/2025;57,95
Cabai Merah;10/10/2025;57,65
Cabai Merah;13/10/2025;57,8
Cabai Merah;14/10/2025;57,15
Cabai Merah;15/10/2025;56,35
Cabai Merah;16/10/2025;55,65
Cabai Merah;17/10/2025;55,85
Cabai Merah;20/10/2025;55,4
Cabai Merah;21/10/2025;54,95
Cabai Merah;22/10/2025;54,3
Cabai Merah;23/10/2025;53,65
Cabai Merah;24/10/2025;53,2
Cabai Merah;27/10/2025;53,35
Cabai Merah;28/10/2025;53,35
Cabai Merah;29/10/2025;53,05
Cabai Merah;30/10/2025;53,1
Cabai Merah;31/10/2025;52,75
Cabai Merah;03/11/2025;53,1
Cabai Merah;04/11/2025;53,55
Cabai Merah;05/11/2025;53,85
Cabai Merah;06/11/2025;54,6
Cabai Merah;07/11/2025;55,75
Cabai Merah;10/11/2025;56,65
Cabai Merah;11/11/2025;57,2
Cabai Merah;12/11/2025;56,65
Cabai Merah;13/11/2025;56,3
Cabai Merah;14/11/2025;56
Cabai Merah;17/11/2025;56,35
Cabai Merah;18/11/2025;56,45
Cabai Merah;19/11/2025;56,45
Cabai Merah;20/11/2025;56,7
Cabai Merah;21/11/2025;57,45
Cabai Merah;24/11/2025;58,35
Cabai Merah;25/11/2025;59,2
Cabai Merah;26/11/2025;59,45
Cabai Merah;27/11/2025;60,5
Cabai Merah;28/11/2025;65,6
Cabai Merah;01/12/2025;66,05
Cabai Merah;02/12/2025;65,35
Cabai Merah;03/12/2025;63,95
Cabai Merah;04/12/2025;63
Cabai Merah;05/12/2025;62
Cabai Merah;08/12/2025;62,25
Cabai Merah;09/12/2025;62,45
Cabai Merah;10/12/2025;62,75
Cabai Merah;11/12/2025;63,35
Cabai Merah;12/12/2025;63,3
Cabai Merah;15/12/2025;62,45
Cabai Merah;16/12/2025;61,35
Cabai Merah;17/12/2025;60,3
Cabai Merah;18/12/2025;59,6
Cabai Merah;19/12/2025;58,45
Cabai Merah;22/12/2025;54,95
Cabai Merah;23/12/2025;53,95
Cabai Merah;24/12/2025;53,75
Cabai Merah;25/12/2025;53,95
Cabai Merah;26/12/2025;54,15
Cabai Merah;29/12/2025;50,55
Cabai Merah;30/12/2025;49,5
Cabai Merah;31/12/2025;49,2
